Tumor_Sample_Barcode	total	cohort
DO51528	0.00412753	PACA
DO51529	0.00483917	PACA
DO51530	0.00227726	PACA
DO51531	0.00142328	PACA
DO51532	0.00284657	PACA
DO51533	0.00113863	PACA
DO51534	0.000284657	PACA
DO51535	0.00284657	PACA
DO51536	0.00811272	PACA
DO51537	0.000853971	PACA
DO51538	0.00953601	PACA
DO51540	0.00483917	PACA
DO51541	0.00654711	PACA
DO51542	0.00256191	PACA
DO51543	0.0019926	PACA
DO51544	0.00455451	PACA
DO51546	0.000853971	PACA
DO51548	0.00113863	PACA
DO51549	0.000284657	PACA
DO51551	0.00917431	KIRP
DO51592	0.0176471	CESC
DO51594	0.0764706	CESC
DO51600	0.0294118	CESC
DO51731	0.0146341	COAD
DO51967	0.0238095	CLLE
DO51992	0.015873	CLLE
DO5200	0.0152757	BRCA
DO52029	0.00827912	HNSC
DO52125	0.004329	PAEN
DO52126	0.0844156	PAEN
DO52131	0.0292208	PAEN
DO52132	0.0497835	PAEN
DO52135	0.0021645	PAEN
DO52137	0.103896	PAEN
DO52139	0.004329	PAEN
DO52141	0.0021645	PAEN
DO52143	0.0021645	PAEN
DO52144	0.00649351	PAEN
DO52148	0.030303	PAEN
DO52151	0.004329	PAEN
DO52154	0.0638528	PAEN
DO52155	0.047619	PAEN
DO52161	0.0854978	PAEN
DO52164	0.0151515	PAEN
DO52171	0.0932498	LIHC
DO52172	0.0205289	LIHC
DO522	0.038078	BLCA
DO52307	0.0887265	LIHC
DO52498	0.00215285	EOPC
DO52499	0.0301399	EOPC
DO5249	0.0100049	BRCA
DO52500	0.0129171	EOPC
DO52501	0.0129171	EOPC
DO52504	0.088267	EOPC
DO52505	0.10549	EOPC
DO52506	0.0452099	EOPC
DO52508	0.0279871	EOPC
DO52516	0.0850377	EOPC
DO52518	0.0365985	EOPC
DO52520	0.0409042	EOPC
DO52522	0.01507	EOPC
DO52524	0.00861141	EOPC
DO52526	0.0473628	EOPC
DO52528	0.0172228	EOPC
DO52530	0.00861141	EOPC
DO52532	0.0290635	EOPC
DO52538	0.0160078	BRCA
DO52539	0.00126891	BRCA
DO52540	0.00253782	BRCA
DO52543	0.00395315	BRCA
DO52544	0.00136652	BRCA
DO52545	9.76086e-05	BRCA
DO52546	0.0102001	BRCA
DO52547	0.000195217	BRCA
DO52548	0.00366032	BRCA
DO52549	0.00219619	BRCA
DO52550	0.00658858	BRCA
DO52551	0.00756467	BRCA
DO52552	0.0125915	BRCA
DO52553	0.00400195	BRCA
DO52554	0.00585652	BRCA
DO52555	0.0090776	BRCA
DO52556	0.00375793	BRCA
DO52557	0.00653978	BRCA
DO52558	0.002245	BRCA
DO52559	0.00400195	BRCA
DO52560	0.00429478	BRCA
DO52561	0.0148853	BRCA
DO52562	0.00380673	BRCA
DO52564	0.00791184	BOCA
DO52565	0.00649901	BOCA
DO52572	0.00310822	BOCA
DO52574	0.021475	BOCA
DO52576	0.00819441	BOCA
DO52577	0.000282566	BOCA
DO52582	0.00551003	BOCA
DO52583	0.000565131	BOCA
DO52584	0.000847697	BOCA
DO52585	0.0124329	BOCA
DO52587	0.00141283	BOCA
DO52588	0.000565131	BOCA
DO52590	0.00282566	BOCA
DO52593	0.0327776	BOCA
DO52594	0.00565131	BOCA
DO52595	0.00452105	BOCA
DO52596	0.015965	BOCA
DO52597	0.0751625	BOCA
DO52598	0.00536875	BOCA
DO52599	0.0697937	BOCA
DO52600	0.0809551	BOCA
DO52602	0.00141283	BOCA
DO52603	0.0145521	BOCA
DO52604	0.000847697	BOCA
DO52605	0.0380051	BOCA
DO52606	0.028963	BOCA
DO52608	0.00282566	BOCA
DO52610	0.0132806	BOCA
DO52611	0.000847697	BOCA
DO52612	0.0282566	BOCA
DO52613	0.0138457	BOCA
DO52615	0.0552416	BOCA
DO52616	0.00254309	BOCA
DO52617	0.0721955	BOCA
DO52618	0.00226053	BOCA
DO52619	0.000565131	BOCA
DO52620	0.00678158	BOCA
DO52621	0.00282566	BOCA
DO52622	0.106245	BOCA
DO52629	0.000282566	BOCA
DO52630	0.000282566	BOCA
DO52636	0.0190732	BOCA
DO52639	0.0151173	BOCA
DO52640	0.0183668	BOCA
DO52641	0.028963	BOCA
DO52642	0.0981916	BOCA
DO52643	0.0309409	BOCA
DO52645	0.0166714	BOCA
DO52646	0.0187906	BOCA
DO52647	0.00248139	MALY
DO52648	0.00496278	MALY
DO52650	0.0359801	MALY
DO52651	0.0111663	MALY
DO52652	0.00248139	MALY
DO52653	0.00186104	MALY
DO52654	0.00992556	MALY
DO52655	0.00620347	MALY
DO52656	0.00372208	MALY
DO52657	0.0173697	MALY
DO52658	0.00248139	MALY
DO52659	0.00992556	MALY
DO52661	0.00930521	MALY
DO52662	0.00248139	MALY
DO52663	0.014268	MALY
DO52664	0.00496278	MALY
DO52665	0.00496278	MALY
DO52666	0.00372208	MALY
DO52667	0.00372208	MALY
DO52668	0.00248139	MALY
DO52669	0.00372208	MALY
DO52670	0.0124069	MALY
DO52671	0.00496278	MALY
DO52672	0.00992556	MALY
DO52673	0.0124069	MALY
DO52674	0.0111663	MALY
DO52675	0.00496278	MALY
DO52677	0.0527295	MALY
DO52679	0.00744417	MALY
DO52681	0.00620347	MALY
DO52682	0.00434243	MALY
DO52683	0.00248139	MALY
DO52684	0.0124069	MALY
DO52685	0.00744417	MALY
DO52686	0.0806452	MALY
DO52687	0.0347395	MALY
DO52688	0.0124069	MALY
DO52689	0.150124	MALY
DO52690	0.0173697	MALY
DO52691	0.00248139	MALY
DO52692	0.0918114	MALY
DO52693	0.00372208	MALY
DO52694	0.00248139	MALY
DO52695	0.00124069	MALY
DO52696	0.00248139	MALY
DO52700	0.00793651	CLLE
DO52704	0.0119048	CLLE
DO52706	0.00793651	CLLE
DO52710	0.015873	CLLE
DO52711	0.015873	CLLE
DO52714	0.0238095	CLLE
DO52717	0.015873	CLLE
DO52718	0.015873	CLLE
DO52719	0.0238095	CLLE
DO52722	0.015873	CLLE
DO5312	0.00575891	BRCA
DO5347	0.0056613	BRCA
DO536	0.0779692	BLCA
DO548	0.00362647	BLCA
DO555	0.0163191	BLCA
DO561	0.0543971	BLCA
DO5626	0.00883358	BRCA
DO5661	0.000780869	BRCA
DO5696	0.0126891	BRCA
DO5745	0.0170327	BRCA
DO575	0.00543971	BLCA
DO5808	0.00302587	BRCA
DO6144	0.00195217	BRCA
DO6231	0.00434358	BRCA
DO6249	0.00588235	CESC
DO6252	0.141176	CESC
DO6314	0.0294118	CESC
DO6332	0.0441176	CESC
DO6351	0.00793651	CLLE
DO6354	0.00793651	CLLE
DO6360	0.00396825	CLLE
DO6362	0.00793651	CLLE
DO6364	0.00793651	CLLE
DO6368	0.015873	CLLE
DO6370	0.325397	CLLE
DO6382	0.00793651	CLLE
DO639	0.0217588	BLCA
DO6418	0.0714286	CLLE
DO6432	0.015873	CLLE
DO6438	0.015873	CLLE
DO6513	0.00793651	CLLE
DO6552	0.00793651	CLLE
DO6558	0.00396825	CLLE
DO6580	0.015873	CLLE
DO6610	0.031746	CLLE
DO6695	0.00793651	CLLE
DO669	0.0951949	BLCA
DO675	0.0281052	BLCA
DO6898	0.00793651	CLLE
DO689	0.0426111	BLCA
DO6934	0.154762	CLLE
DO6940	0.015873	CLLE
DO695	0.0199456	BLCA
DO7084	0.00793651	CLLE
DO7112	0.0238095	CLLE
DO720	0.00725295	BLCA
DO7280	0.0238095	CLLE
DO7304	0.00793651	CLLE
DO7801	0.00731707	COAD
DO7831	0.0353659	COAD
DO7934	0.0341463	COAD
DO7990	0.00731707	COAD
DO8047	0.0121951	COAD
DO804	0.00906618	BLCA
DO822	0.00181324	BLCA
DO828	0.00906618	BLCA
DO8360	0.0097561	COAD
DO8447	0.00609756	COAD
DO856	0.0344515	BLCA
DO8730	0.0097561	COAD
DO8858	0.00487805	COAD
DO9034	0.0914634	COAD
DO9042	0.0365854	COAD
DO9074	0.00487805	COAD
DO9106	0.0695122	COAD
DO9226	0.0243902	COAD
DO9700	0.0121951	COAD
DO9708	0.0597561	COAD
DO9732	0.0743902	COAD
DO9788	0.0487805	COAD
